caller_file,caller,callee_file,callee,count,cross_file
callback.c,handle_button_release,move.c,copy_objects,1,1
callback.c,handle_button_release,callback.c,end_shape_point_edit,1,0
callback.c,handle_button_release,callback.c,redraw_w_a_l_r_p_z_rubbers,1,0
callback.c,handle_button_release,editprop.c,my_snprintf,1,1
callback.c,handle_button_release,scheduler.c,statusmsg,1,1
callback.c,handle_button_release,callback.c,draw_crosshair,1,0
callback.c,handle_button_release,callback.c,draw_snap_cursor,1,0
callback.c,handle_double_click,callback.c,waves_selected,1,0
callback.c,handle_double_click,callback.c,waves_callback,1,0
callback.c,handle_double_click,editprop.c,dbg,1,1
callback.c,handle_double_click,select.c,select_object,1,1
callback.c,handle_double_click,move.c,rebuild_selected_array,1,1
callback.c,handle_double_click,editprop.c,edit_property,1,1
callback.c,handle_double_click,callback.c,redraw_w_a_l_r_p_z_rubbers,1,0
callback.c,handle_double_click,callback.c,start_wire,1,0
callback.c,handle_double_click,actions.c,new_polygon,1,1
callback.c,handle_expose,draw.c,MyXCopyArea,1,1
callback.c,handle_expose,draw.c,XSetClipRectangles,1,1
callback.c,handle_expose,move.c,rebuild_selected_array,1,1
callback.c,handle_expose,scheduler.c,tclgetboolvar,1,1
callback.c,handle_expose,xinit.c,compare_schematics,1,1
callback.c,handle_expose,move.c,draw_selection,1,1
callback.c,handle_window_switching,xinit.c,get_tab_or_window_number,1,1
callback.c,handle_window_switching,xinit.c,get_save_xctx,1,1
callback.c,handle_window_switching,scheduler.c,tcleval,1,1
callback.c,callback,scheduler.c,tclgetintvar,1,1
callback.c,callback,callback.c,update_statusbar,1,0
callback.c,callback,callback.c,handle_window_switching,1,0
callback.c,callback,actions.c,set_modify,1,1
callback.c,callback,scheduler.c,tclgetdoublevar,1,1
callback.c,callback,editprop.c,my_snprintf,1,1
callback.c,callback,scheduler.c,statusmsg,1,1
callback.c,callback,draw.c,grabscreen,1,1
callback.c,callback,callback.c,draw_crosshair,1,0
callback.c,callback,callback.c,draw_snap_cursor,1,0
callback.c,callback,callback.c,handle_enter_notify,1,0
callback.c,callback,callback.c,handle_expose,1,0
callback.c,callback,xinit.c,resetwin,1,1
callback.c,callback,draw.c,draw,1,1
callback.c,callback,callback.c,handle_motion_notify,1,0
callback.c,callback,callback.c,handle_key_press,1,0
callback.c,callback,callback.c,handle_button_press,1,0
callback.c,callback,callback.c,handle_button_release,1,0
callback.c,callback,callback.c,handle_double_click,1,0
callback.c,callback,xinit.c,new_schematic,1,1
callback.c,callback,editprop.c,my_strncpy,1,1
check.c,update_conn_cues,netlist.c,hash_wires,1,1
check.c,update_conn_cues,netlist.c,get_square,1,1
check.c,update_conn_cues,clip.c,touch,1,1
check.c,update_conn_cues,editprop.c,dbg,1,1
check.c,trim_wires,check.c,check_breaks,1,0
check.c,trim_wires,store.c,check_wire_storage,1,1
check.c,trim_wires,check.c,check_includes,1,0
check.c,trim_wires,actions.c,set_modify,1,1
check.c,trim_wires,check.c,update_conn_cues,1,0
check.c,touches_inst_pin,netlist.c,get_inst_pin_coord,1,1
check.c,touches_inst_pin,editprop.c,dbg,1,1
check.c,closest_point_calculation,scheduler.c,tclgetdoublevar,1,1
check.c,closest_point_calculation,editprop.c,dbg,1,1
check.c,break_wires_at_point,netlist.c,get_square,1,1
check.c,break_wires_at_point,check.c,closest_point_calculation,1,0
check.c,break_wires_at_point,clip.c,touch,1,1
check.c,break_wires_at_point,save.c,push_undo,1,1
check.c,break_wires_at_point,store.c,check_wire_storage,1,1
check.c,break_wires_at_point,netlist.c,hash_wire,1,1
check.c,break_wires_at_point,move.c,rebuild_selected_array,1,1
check.c,break_wires_at_point,draw.c,draw,1,1
check.c,break_wires_at_point,draw.c,filledarc,1,1
check.c,break_wires_at_pins,netlist.c,hash_wires,1,1
check.c,break_wires_at_pins,netlist.c,get_inst_pin_coord,1,1
check.c,break_wires_at_pins,select.c,delete_wires,1,1
check.c,break_wires_at_pins,select.c,set_first_sel,1,1
check.c,break_wires_at_pins,actions.c,set_modify,1,1
check.c,break_wires_at_pins,netlist.c,prepare_netlist_structs,1,1
check.c,break_wires_at_pins,scheduler.c,tclgetboolvar,1,1
check.c,break_wires_at_pins,check.c,trim_wires,1,0
check.c,break_wires_at_pins,check.c,update_conn_cues,1,0
check.c,break_wires_at_pins,draw.c,draw,1,1
draw.c,print_image,token.c,get_cell,1,1
draw.c,print_image,scheduler.c,tclgetboolvar,1,1
draw.c,print_image,scheduler.c,tclsetvar,1,1
draw.c,print_image,draw.c,draw,1,0
draw.c,print_image,editprop.c,dbg,1,1
draw.c,print_image,psprint.c,create_ps,1,1
draw.c,print_image,scheduler.c,tclsetboolvar,1,1
draw.c,grabscreen,scheduler.c,tclvareval,1,1
draw.c,grabscreen,save.c,push_undo,1,1
draw.c,grabscreen,save.c,base64_encode,1,1
draw.c,grabscreen,editprop.c,my_mstrcat,1,1
draw.c,grabscreen,store.c,storeobject,1,1
draw.c,grabscreen,move.c,rebuild_selected_array,1,1
draw.c,grabscreen,move.c,move_objects,1,1
draw.c,set_text_custom_font,scheduler.c,tclgetvar,1,1
draw.c,draw_string,draw.c,set_cairo_color,1,0
draw.c,draw_string,editprop.c,my_strdup2,1,1
draw.c,draw_string,draw.c,drawline,1,0
draw.c,draw_temp_string,editprop.c,my_expand,1,1
draw.c,draw_temp_string,scheduler.c,tclgetintvar,1,1
draw.c,draw_temp_string,editprop.c,dbg,1,1
draw.c,draw_temp_string,actions.c,text_bbox,1,1
draw.c,draw_temp_string,draw.c,drawtemprect,1,0
draw.c,get_sym_text_layer,editprop.c,my_snprintf,1,1
draw.c,get_sym_text_layer,token.c,get_tok_value,1,1
draw.c,get_sym_text_size,editprop.c,my_snprintf,1,1
draw.c,get_sym_text_size,token.c,get_tok_value,1,1
draw.c,draw_symbol,scheduler.c,tclgetboolvar,1,1
draw.c,draw_symbol,netlist.c,skip_instance,1,1
draw.c,draw_symbol,netlist.c,shorted_instance,1,1
draw.c,draw_symbol,hilight.c,bus_hilight_hash_lookup,1,1
draw.c,draw_symbol,editprop.c,strboolcmp,1,1
draw.c,draw_symbol,token.c,get_tok_value,1,1
draw.c,draw_symbol,draw.c,drawpolygon,1,0
draw.c,draw_symbol,draw.c,drawarc,1,0
draw.c,draw_symbol,draw.c,draw_image,1,0
draw.c,draw_symbol,draw.c,filledrect,1,0
draw.c,draw_symbol,draw.c,get_sym_text_size,1,0
draw.c,draw_symbol,draw.c,get_sym_text_layer,1,0
draw.c,draw_symbol,scheduler.c,tclgetvar,1,1
draw.c,draw_symbol,token.c,translate,1,1
draw.c,draw_symbol,token.c,translate3,1,1
draw.c,draw_symbol,draw.c,draw_string,1,0
draw.c,draw_temp_symbol,editprop.c,strboolcmp,1,1
draw.c,draw_temp_symbol,token.c,get_tok_value,1,1
draw.c,draw_temp_symbol,draw.c,drawtemppolygon,1,0
draw.c,draw_temp_symbol,draw.c,drawtemparc,1,0
draw.c,draw_temp_symbol,draw.c,get_sym_text_size,1,0
draw.c,draw_temp_symbol,draw.c,set_text_custom_font,1,0
draw.c,draw_temp_symbol,token.c,translate,1,1
draw.c,draw_temp_symbol,token.c,translate3,1,1
draw.c,draw_temp_symbol,draw.c,draw_temp_string,1,0
draw.c,drawgrid,scheduler.c,tclgetvar,1,1
draw.c,drawgrid,editprop.c,dbg,1,1
draw.c,drawgrid,scheduler.c,tclgetdoublevar,1,1
draw.c,drawgrid,draw.c,set_cairo_color,1,0
draw.c,check_cairo_drawline,draw.c,my_cairo_drawline,1,0
draw.c,check_cairo_drawpoints,draw.c,my_cairo_drawpoints,1,0
draw.c,draw_xhair_line,scheduler.c,tclgetboolvar,1,1
draw.c,draw_xhair_line,clip.c,clip,1,1
draw.c,drawtemp_manhattanline,scheduler.c,tclgetboolvar,1,1
draw.c,drawtemp_manhattanline,actions.c,recompute_orthogonal_manhattanline,1,1
draw.c,drawtemparc,draw.c,MyXCopyAreaDouble,1,0
draw.c,drawbezier,editprop.c,my_free,1,1
draw.c,drawbezier,editprop.c,my_malloc,1,1
draw.c,drawbezier,editprop.c,my_realloc,1,1
draw.c,drawpolygon,draw.c,polygon_bbox,1,0
draw.c,drawpolygon,clip.c,rectclip,1,1
draw.c,drawpolygon,editprop.c,my_malloc,1,1
draw.c,drawpolygon,clip.c,clip_xy_to_short,1,1
draw.c,drawpolygon,editprop.c,my_free,1,1
draw.c,drawtemppolygon,draw.c,polygon_bbox,1,0
draw.c,drawtemppolygon,clip.c,rectclip,1,1
draw.c,drawtemppolygon,draw.c,MyXCopyAreaDouble,1,0
draw.c,drawtemppolygon,draw.c,drawtemparc,1,0
draw.c,drawtemppolygon,draw.c,drawbezier,1,0
draw.c,drawtemppolygon,editprop.c,my_malloc,1,1
draw.c,drawtemppolygon,clip.c,clip_xy_to_short,1,1
draw.c,drawtemppolygon,editprop.c,my_free,1,1
draw.c,drawtemprect,actions.c,fix_restore_rect,1,1
draw.c,axis_increment,editprop.c,mylog10,1,1
draw.c,get_bus_idx_array,token.c,count_items,1,1
draw.c,get_bus_idx_array,editprop.c,my_malloc,1,1
draw.c,get_bus_idx_array,editprop.c,my_strdup2,1,1
draw.c,get_bus_idx_array,save.c,get_raw_index,1,1
draw.c,get_bus_idx_array,editprop.c,my_free,1,1
draw.c,set_thick_waves,editprop.c,dbg,1,1
draw.c,graph_fullxzoom,editprop.c,strboolcmp,1,1
draw.c,graph_fullxzoom,save.c,get_raw_index,1,1
draw.c,graph_fullxzoom,token.c,find_nth,1,1
draw.c,graph_fullyzoom,editprop.c,strboolcmp,1,1
draw.c,graph_fullyzoom,token.c,isonlydigit,1,1
draw.c,graph_fullyzoom,token.c,trim_chars,1,1
draw.c,graph_fullyzoom,draw.c,calc_custom_data_yrange,1,0
draw.c,graph_fullyzoom,editprop.c,my_snprintf,1,1
draw.c,graph_fullyzoom,actions.c,floor_to_n_digits,1,1
draw.c,graph_fullyzoom,actions.c,ceil_to_n_digits,1,1
draw.c,draw_graph_bus_points,editprop.c,dbg,1,1
draw.c,draw_graph_bus_points,draw.c,get_bus_value,1,0
draw.c,draw_graph_points,editprop.c,mylog10,1,1
draw.c,draw_graph_grid,draw.c,filledrect,1,0
draw.c,draw_graph_grid,draw.c,drawrect,1,0
draw.c,setup_graph_data,scheduler.c,tclgetdoublevar,1,1
draw.c,draw_cursor,editprop.c,mylog10,1,1
draw.c,draw_cursor,draw.c,drawline,1,0
draw.c,draw_cursor,editprop.c,my_snprintf,1,1
draw.c,draw_cursor,editprop.c,dtoa_eng,1,1
draw.c,draw_cursor,actions.c,text_bbox,1,1
draw.c,draw_cursor,draw.c,filledrect,1,0
draw.c,draw_cursor,draw.c,draw_string,1,0
draw.c,draw_cursor_difference,editprop.c,my_snprintf,1,1
draw.c,draw_cursor_difference,editprop.c,dtoa_eng,1,1
draw.c,draw_cursor_difference,actions.c,text_bbox,1,1
draw.c,draw_cursor_difference,draw.c,draw_string,1,0
draw.c,draw_hcursor,editprop.c,mylog10,1,1
draw.c,draw_hcursor,draw.c,drawline,1,0
draw.c,draw_hcursor,editprop.c,my_snprintf,1,1
draw.c,draw_hcursor,editprop.c,dtoa_eng,1,1
draw.c,draw_hcursor,actions.c,text_bbox,1,1
draw.c,draw_hcursor,draw.c,filledrect,1,0
draw.c,draw_hcursor,draw.c,draw_string,1,0
draw.c,draw_hcursor_difference,editprop.c,my_snprintf,1,1
draw.c,draw_hcursor_difference,editprop.c,dtoa_eng,1,1
draw.c,draw_hcursor_difference,actions.c,text_bbox,1,1
draw.c,draw_hcursor_difference,draw.c,filledrect,1,0
draw.c,draw_hcursor_difference,draw.c,draw_string,1,0
draw.c,draw_graph_variables,draw.c,sch_waves_loaded,1,0
draw.c,show_node_measures,editprop.c,mylog10,1,1
draw.c,show_node_measures,draw.c,get_bus_value,1,0
draw.c,embed_rawfile,editprop.c,dbg,1,1
draw.c,embed_rawfile,save.c,push_undo,1,1
draw.c,embed_rawfile,save.c,base64_from_file,1,1
draw.c,embed_rawfile,editprop.c,my_strdup2,1,1
draw.c,embed_rawfile,token.c,subst_token,1,1
draw.c,embed_rawfile,editprop.c,my_free,1,1
draw.c,embed_rawfile,actions.c,set_modify,1,1
draw.c,edit_wave_attributes,token.c,count_items,1,1
draw.c,edit_wave_attributes,editprop.c,dbg,1,1
draw.c,edit_wave_attributes,save.c,get_raw_index,1,1
draw.c,calc_custom_data_yrange,editprop.c,dbg,1,1
draw.c,calc_custom_data_yrange,editprop.c,mylog10,1,1
draw.c,find_closest_wave,editprop.c,strboolcmp,1,1
draw.c,find_closest_wave,token.c,isonlydigit,1,1
draw.c,find_closest_wave,save.c,plot_raw_custom_data,1,1
draw.c,draw_graph,scheduler.c,tclgetintvar,1,1
draw.c,draw_graph,editprop.c,strboolcmp,1,1
draw.c,draw_graph,draw.c,draw_graph_grid,1,0
draw.c,draw_graph,token.c,count_items,1,1
draw.c,draw_graph,token.c,isonlydigit,1,1
draw.c,draw_graph,token.c,trim_chars,1,1
draw.c,draw_graph,draw.c,draw_graph_variables,1,0
draw.c,draw_graph,editprop.c,str_replace,1,1
draw.c,draw_graph,scheduler.c,tclgetboolvar,1,1
draw.c,draw_graph,draw.c,get_bus_idx_array,1,0
draw.c,draw_graph,editprop.c,my_realloc,1,1
draw.c,draw_graph,draw.c,show_node_measures,1,0
draw.c,draw_graph,editprop.c,my_snprintf,1,1
draw.c,draw_graph,draw.c,draw_cursor_difference,1,0
draw.c,draw_graph,draw.c,draw_hcursor_difference,1,0
draw.c,draw_graph,draw.c,MyXCopyAreaDouble,1,0
draw.c,draw_graph_all,draw.c,sch_waves_loaded,1,0
draw.c,draw_graph_all,scheduler.c,tclgetboolvar,1,1
draw.c,draw_graph_all,draw.c,setup_graph_data,1,0
draw.c,draw_graph_all,draw.c,draw_graph,1,0
draw.c,png_writer,editprop.c,my_realloc,1,1
draw.c,edit_image,cairo_jpg.c,cairo_image_surface_write_to_jpeg_mem,1,1
draw.c,edit_image,save.c,base64_encode,1,1
draw.c,edit_image,editprop.c,my_strdup2,1,1
draw.c,edit_image,token.c,subst_token,1,1
draw.c,edit_image,editprop.c,dbg,1,1
draw.c,get_surface_from_file,editprop.c,my_fopen,1,1
draw.c,get_surface_from_file,editprop.c,my_malloc,1,1
draw.c,get_surface_from_file,save.c,filter_data,1,1
draw.c,get_surface_from_file,cairo_jpg.c,cairo_image_surface_create_from_jpeg_mem,1,1
draw.c,get_surface_from_b64data,save.c,base64_decode,1,1
draw.c,get_surface_from_b64data,cairo_jpg.c,cairo_image_surface_create_from_jpeg_mem,1,1
draw.c,get_surface_from_b64data,save.c,filter_data,1,1
draw.c,draw_image,actions.c,set_rect_extraptr,1,1
draw.c,draw_image,editprop.c,my_strncpy,1,1
draw.c,draw_image,editprop.c,my_strdup,1,1
draw.c,draw_image,draw.c,get_surface_from_b64data,1,0
draw.c,draw_image,draw.c,get_surface_from_file,1,0
draw.c,draw_image,save.c,base64_encode,1,1
draw.c,draw_image,editprop.c,my_strdup2,1,1
draw.c,draw_image,token.c,subst_token,1,1
draw.c,draw_images_all,draw.c,draw_image,1,0
draw.c,svg_embedded_graph,actions.c,set_viewport_size,1,1
draw.c,svg_embedded_graph,scheduler.c,tclgetboolvar,1,1
draw.c,svg_embedded_graph,scheduler.c,tclsetvar,1,1
draw.c,svg_embedded_graph,save.c,base64_encode,1,1
draw.c,svg_embedded_graph,scheduler.c,tclsetboolvar,1,1
draw.c,svg_embedded_graph,editprop.c,my_snprintf,1,1
draw.c,draw,scheduler.c,tcleval,1,1
draw.c,draw,move.c,rebuild_selected_array,1,1
draw.c,draw,draw.c,drawgrid,1,0
draw.c,draw,draw.c,draw_graph_all,1,0
draw.c,draw,draw.c,draw_images_all,1,0
draw.c,draw,netlist.c,hash_instances,1,1
draw.c,draw,netlist.c,hash_wires,1,1
draw.c,draw,editprop.c,strboolcmp,1,1
draw.c,draw,token.c,get_tok_value,1,1
draw.c,draw,draw.c,drawpolygon,1,0
draw.c,draw,hash_iterator.c,init_inst_iterator,1,1
draw.c,draw,hash_iterator.c,inst_iterator_next,1,1
draw.c,draw,hash_iterator.c,init_wire_iterator,1,1
draw.c,draw,hash_iterator.c,wire_iterator_next,1,1
draw.c,draw,netlist.c,auto_set_wire_bus,1,1
draw.c,draw,check.c,update_conn_cues,1,1
draw.c,draw,scheduler.c,tclgetvar,1,1
draw.c,draw,actions.c,get_text_floater,1,1
draw.c,draw,draw.c,draw_string,1,0
draw.c,draw,hilight.c,draw_hilight_net,1,1
draw.c,draw,draw.c,MyXCopyArea,1,0
draw.c,draw,draw.c,my_cairo_fill,1,0
draw.c,draw,xinit.c,compare_schematics,1,1
draw.c,draw,move.c,draw_selection,1,1
draw.c,draw,callback.c,draw_crosshair,1,1
draw.c,MyXCopyArea,editprop.c,dbg,1,1
draw.c,MyXCopyArea,draw.c,my_cairo_fill,1,0
draw.c,MyXCopyAreaDouble,editprop.c,dbg,1,1
draw.c,MyXCopyAreaDouble,draw.c,my_cairo_fill,1,0
editprop.c,my_strcasestr,editprop.c,dbg,1,0
editprop.c,strboolcmp,token.c,isonlydigit,1,1
editprop.c,strboolcmp,editprop.c,dbg,1,0
editprop.c,my_fgets,editprop.c,my_strcat,1,0
editprop.c,my_strdup,editprop.c,my_realloc,1,0
editprop.c,my_strdup,editprop.c,my_free,1,0
editprop.c,my_strndup,editprop.c,my_free,1,0
editprop.c,my_strndup,editprop.c,my_malloc,1,0
editprop.c,my_snprintf,scheduler.c,tcleval,1,1
editprop.c,my_snprintf,editprop.c,dbg,1,0
editprop.c,my_strdup2,editprop.c,my_realloc,1,0
editprop.c,my_strdup2,editprop.c,my_free,1,0
editprop.c,atof_spice,editprop.c,my_strncpy,1,0
editprop.c,atof_spice,editprop.c,strtolower,1,0
editprop.c,my_itoa,editprop.c,my_snprintf,1,0
editprop.c,dtoa,editprop.c,my_snprintf,1,0
editprop.c,dtoa_eng,editprop.c,dbg,1,0
editprop.c,dtoa_prec,editprop.c,my_snprintf,1,0
editprop.c,my_mstrcat,editprop.c,my_realloc,1,0
editprop.c,my_mstrcat,editprop.c,my_malloc,1,0
editprop.c,my_strcat,editprop.c,my_realloc,1,0
editprop.c,my_strcat,editprop.c,my_malloc,1,0
editprop.c,my_strcat2,editprop.c,my_realloc,1,0
editprop.c,my_strcat2,editprop.c,my_malloc,1,0
editprop.c,my_strncat,editprop.c,my_realloc,1,0
editprop.c,my_strncat,editprop.c,my_malloc,1,0
editprop.c,my_calloc,editprop.c,dbg,1,0
editprop.c,my_malloc,editprop.c,dbg,1,0
editprop.c,my_realloc,editprop.c,my_snprintf,1,0
editprop.c,set_inst_prop,editprop.c,dbg,1,0
editprop.c,set_inst_prop,token.c,get_tok_value,1,1
editprop.c,set_inst_prop,token.c,new_prop_string,1,1
editprop.c,set_inst_prop,scheduler.c,tclgetboolvar,1,1
editprop.c,set_inst_prop,editprop.c,my_free,1,0
editprop.c,edit_rect_property,scheduler.c,tclgetboolvar,1,1
editprop.c,edit_rect_property,save.c,push_undo,1,1
editprop.c,edit_rect_property,token.c,set_different_token,1,1
editprop.c,edit_rect_property,editprop.c,get_attr_val,1,0
editprop.c,edit_rect_property,actions.c,set_rect_flags,1,1
editprop.c,edit_rect_property,actions.c,set_rect_extraptr,1,1
editprop.c,edit_rect_property,editprop.c,strboolcmp,1,0
editprop.c,edit_rect_property,draw.c,draw_image,1,1
editprop.c,edit_rect_property,draw.c,draw,1,1
editprop.c,edit_rect_property,editprop.c,my_free,1,0
editprop.c,edit_line_property,scheduler.c,tcleval,1,1
editprop.c,edit_line_property,scheduler.c,tclgetboolvar,1,1
editprop.c,edit_line_property,save.c,push_undo,1,1
editprop.c,edit_line_property,token.c,set_different_token,1,1
editprop.c,edit_line_property,editprop.c,get_attr_val,1,0
editprop.c,edit_line_property,draw.c,draw,1,1
editprop.c,edit_line_property,editprop.c,my_free,1,0
editprop.c,edit_wire_property,scheduler.c,tcleval,1,1
editprop.c,edit_wire_property,scheduler.c,tclgetboolvar,1,1
editprop.c,edit_wire_property,save.c,push_undo,1,1
editprop.c,edit_wire_property,token.c,set_different_token,1,1
editprop.c,edit_wire_property,editprop.c,get_attr_val,1,0
editprop.c,edit_wire_property,token.c,get_tok_value,1,1
editprop.c,edit_wire_property,actions.c,set_wire_flags,1,1
editprop.c,edit_wire_property,draw.c,draw,1,1
editprop.c,edit_wire_property,editprop.c,my_free,1,0
editprop.c,edit_arc_property,scheduler.c,tcleval,1,1
editprop.c,edit_arc_property,scheduler.c,tclgetboolvar,1,1
editprop.c,edit_arc_property,save.c,push_undo,1,1
editprop.c,edit_arc_property,token.c,set_different_token,1,1
editprop.c,edit_arc_property,editprop.c,strboolcmp,1,0
editprop.c,edit_arc_property,editprop.c,get_attr_val,1,0
editprop.c,edit_arc_property,draw.c,arc_bbox,1,1
editprop.c,edit_arc_property,draw.c,draw,1,1
editprop.c,edit_polygon_property,editprop.c,dbg,1,0
editprop.c,edit_polygon_property,scheduler.c,tcleval,1,1
editprop.c,edit_polygon_property,scheduler.c,tclgetboolvar,1,1
editprop.c,edit_polygon_property,save.c,push_undo,1,1
editprop.c,edit_polygon_property,token.c,set_different_token,1,1
editprop.c,edit_polygon_property,editprop.c,get_attr_val,1,0
editprop.c,edit_polygon_property,draw.c,draw,1,1
editprop.c,edit_text_property,scheduler.c,tclgetboolvar,1,1
editprop.c,edit_text_property,save.c,push_undo,1,1
editprop.c,edit_text_property,draw.c,set_text_custom_font,1,1
editprop.c,edit_text_property,editprop.c,my_expand,1,0
editprop.c,edit_text_property,scheduler.c,tclgetintvar,1,1
editprop.c,edit_text_property,actions.c,text_bbox,1,1
editprop.c,edit_text_property,scheduler.c,tclgetdoublevar,1,1
editprop.c,edit_text_property,token.c,get_tok_value,1,1
editprop.c,edit_text_property,editprop.c,my_strdup2,1,0
editprop.c,edit_text_property,token.c,set_different_token,1,1
editprop.c,edit_text_property,actions.c,set_text_flags,1,1
editprop.c,edit_text_property,draw.c,draw,1,1
editprop.c,drc_check,token.c,get_tok_value,1,1
editprop.c,drc_check,token.c,translate3,1,1
editprop.c,drc_check,editprop.c,str_replace,1,0
editprop.c,drc_check,editprop.c,my_mstrcat,1,0
editprop.c,drc_check,scheduler.c,statusmsg,1,1
editprop.c,update_symbol,editprop.c,my_strncpy,1,0
editprop.c,update_symbol,actions.c,remove_symbols,1,1
editprop.c,update_symbol,save.c,link_symbols_to_instances,1,1
editprop.c,update_symbol,token.c,set_different_token,1,1
editprop.c,update_symbol,token.c,match_symbol,1,1
editprop.c,update_symbol,netlist.c,delete_inst_node,1,1
editprop.c,update_symbol,actions.c,rel_sym_path,1,1
editprop.c,update_symbol,token.c,new_prop_string,1,1
editprop.c,update_symbol,move.c,update_attached_floaters,1,1
editprop.c,update_symbol,actions.c,set_inst_flags,1,1
editprop.c,update_symbol,hilight.c,propagate_hilights,1,1
editprop.c,update_symbol,editprop.c,drc_check,1,0
editprop.c,update_symbol,actions.c,set_modify,1,1
editprop.c,update_symbol,draw.c,draw,1,1
editprop.c,edit_symbol_property,token.c,get_tok_value,1,1
editprop.c,edit_symbol_property,editprop.c,update_symbol,1,0
editprop.c,edit_symbol_property,editprop.c,my_free,1,0
editprop.c,change_elem_order,move.c,rebuild_selected_array,1,1
editprop.c,change_elem_order,editprop.c,my_snprintf,1,0
editprop.c,change_elem_order,scheduler.c,tclsetvar,1,1
editprop.c,change_elem_order,scheduler.c,tclvareval,1,1
editprop.c,change_elem_order,actions.c,set_modify,1,1
editprop.c,str_replace,editprop.c,my_free,1,0
editprop.c,str_replace,editprop.c,my_realloc,1,0
editprop.c,str_replace,editprop.c,my_strncpy,1,0
editprop.c,str_chars_replace,editprop.c,my_strdup,1,0
editprop.c,str_chars_replace,editprop.c,dbg,1,0
editprop.c,edit_property,scheduler.c,tclresult,1,1
editprop.c,edit_property,editprop.c,my_free,1,0
editprop.c,edit_property,select.c,symbol_bbox,1,1
editprop.c,edit_property,select.c,set_first_sel,1,1
editprop.c,edit_property,select.c,unselect_all,1,1
editprop.c,edit_property,select.c,select_object,1,1
editprop.c,edit_property,editprop.c,edit_arc_property,1,0
editprop.c,edit_property,editprop.c,edit_rect_property,1,0
editprop.c,edit_property,editprop.c,edit_wire_property,1,0
editprop.c,edit_property,editprop.c,edit_polygon_property,1,0
editprop.c,edit_property,editprop.c,edit_line_property,1,0
editprop.c,edit_property,editprop.c,edit_text_property,1,0
findnet.c,find_closest_wire,editprop.c,dbg,1,1
findnet.c,find_closest_wire,clip.c,dist,1,1
findnet.c,find_closest_wire,editprop.c,strboolcmp,1,1
findnet.c,find_closest_wire,token.c,get_tok_value,1,1
findnet.c,find_closest_bezier,clip.c,dist,1,1
findnet.c,find_closest_bezier,editprop.c,dbg,1,1
findnet.c,find_closest_polygon,findnet.c,find_closest_bezier,1,0
findnet.c,find_closest_polygon,clip.c,dist,1,1
findnet.c,find_closest_polygon,editprop.c,dbg,1,1
findnet.c,find_closest_line,clip.c,dist,1,1
findnet.c,find_closest_line,editprop.c,dbg,1,1
findnet.c,find_closest_line,editprop.c,strboolcmp,1,1
findnet.c,find_closest_line,token.c,get_tok_value,1,1
findnet.c,find_closest_net_or_symbol_pin,netlist.c,hash_instances,1,1
findnet.c,find_closest_net_or_symbol_pin,netlist.c,hash_wires,1,1
findnet.c,find_closest_net_or_symbol_pin,hash_iterator.c,init_inst_iterator,1,1
findnet.c,find_closest_net_or_symbol_pin,hash_iterator.c,inst_iterator_next,1,1
findnet.c,find_closest_net_or_symbol_pin,netlist.c,get_inst_pin_coord,1,1
findnet.c,find_closest_net_or_symbol_pin,hash_iterator.c,init_wire_iterator,1,1
findnet.c,find_closest_net_or_symbol_pin,hash_iterator.c,wire_iterator_next,1,1
findnet.c,xfind_closest_net_or_symbol_pin,editprop.c,my_strdup,1,1
findnet.c,xfind_closest_net_or_symbol_pin,editprop.c,my_free,1,1
findnet.c,find_closest_arc,editprop.c,strboolcmp,1,1
findnet.c,find_closest_arc,token.c,get_tok_value,1,1
findnet.c,find_closest_box,clip.c,dist_from_rect,1,1
findnet.c,find_closest_box,editprop.c,dbg,1,1
findnet.c,find_closest_box,editprop.c,strboolcmp,1,1
findnet.c,find_closest_box,token.c,get_tok_value,1,1
findnet.c,find_closest_element,clip.c,dist_from_rect,1,1
findnet.c,find_closest_element,editprop.c,strboolcmp,1,1
findnet.c,find_closest_element,token.c,get_tok_value,1,1
findnet.c,find_closest_text,draw.c,set_text_custom_font,1,1
findnet.c,find_closest_text,editprop.c,my_expand,1,1
findnet.c,find_closest_text,actions.c,get_text_floater,1,1
findnet.c,find_closest_text,scheduler.c,tclgetintvar,1,1
findnet.c,find_closest_text,actions.c,text_bbox,1,1
findnet.c,find_closest_text,editprop.c,my_free,1,1
findnet.c,find_closest_text,clip.c,dist_from_rect,1,1
findnet.c,find_closest_text,editprop.c,dbg,1,1
findnet.c,find_closest_text,editprop.c,strboolcmp,1,1
findnet.c,find_closest_text,token.c,get_tok_value,1,1
findnet.c,find_closest_obj,findnet.c,find_closest_line,1,0
findnet.c,find_closest_obj,findnet.c,find_closest_polygon,1,0
findnet.c,find_closest_obj,findnet.c,find_closest_box,1,0
findnet.c,find_closest_obj,findnet.c,find_closest_arc,1,0
findnet.c,find_closest_obj,findnet.c,find_closest_text,1,0
findnet.c,find_closest_obj,findnet.c,find_closest_wire,1,0
findnet.c,find_closest_obj,findnet.c,find_closest_element,1,0
font.c,compile_font,editprop.c,my_snprintf,1,1
font.c,compile_font,scheduler.c,tclgetvar,1,1
font.c,compile_font,actions.c,remove_symbols,1,1
font.c,compile_font,save.c,load_schematic,1,1
font.c,compile_font,select.c,select_inside,1,1
font.c,compile_font,move.c,rebuild_selected_array,1,1
